ref,addr:street,addr:housenumber,name,operator,ref:vatin,addr:postcode,addr:city,start_date
15137,Via CORSO DON ANTONIO LO TURCO,45,Farmacia San Teodoro,Arena Francesco,IT03432060832,98030,Gallodoro,2019-01-04
15138,Via Umberto I,10,Ciano Carmela,,IT01146520836,98050,Malfa,2019-01-01
15139,Via Luciano Orlando,27,Alibrando,Alibrando Santo e C. Sas,IT03574260836,98072,Caronia,2019-01-09
15140,Viale Giostra Isol. 523,7/B,Del Popolo,,IT01671020830,98121,Messina,2019-01-01
15141,Via Nazionale,102,Mollica & C. Snc,,IT00776750838,98048,Spadafora,2019-01-01
15142,Via San Nicolo',51,Mollica,Mollica V.& C Snc,IT03267470833,98040,Venetico,2019-01-01
15143,Viale San Martino,183/IS./124,Pinnizzotto & C. Snc Messina,,IT02929120836,98123,Messina,2019-01-01
15144,Via Nazionale,12/B,Scarfone Snc,,IT01148190836,98030,Sant'alessio Siculo,2019-01-01
15145,Santa Margherita - Piazza Chiesa,13,Scoglio Letteria,,IT01748130836,98136,Messina,2019-01-01
15146,Via Cavour,2,Miranti Salvatore,,IT01745220838,98070,Castel Di Lucio,2019-01-01
15147,Via Umberto I,420,Giarrizzo,,IT02876420833,98035,Giardini-naxos,2019-01-01
15148,Via G. Martino,19,Genovese Antonia,,,98051,Barcellona Pozzo Di Gotto,2019-01-01
15149,Piazza Caio Duilio,6,Vece Pietro,,IT01766680837,98057,Milazzo,2019-01-01
15150,Viatrieste,28/D,Paratore Martino Snc,,IT01766120834,98066,Patti,2019-01-01
15151,Via Palermo,10,Latino Patrizia Angela,,IT01786950830,98060,Oliveri,2019-01-01
15152,Via Vittorio Emanuele,178,Cagnone,dottor Cagnone Vincenzo & C. Sas,IT03238850832,98030,Giardini-naxos,2019-01-01
15153,Piazza Principe Umberto I,,Ristagno Graziella,,IT01782810830,98155,Messina,2019-01-01
15154,Via Provinciale,37/C,Rivetti Nadia,,IT01804940839,98059,Rodi' Milici,2019-01-01
15155,Via Nazionale,237,Pirrone Angela,,IT02726860832,98139,Messina,2019-01-01
15156,Via Nazionale Terme,178,Farmacia,Terme;la Maestra Santi Antonello Maria & C. Sas,IT03471510838,98050,Terme Vigliatore,2017-01-10
15157,Viale San Martino,166/ANG./VIA/N.BIXIO,Cannavo' Francesco,,IT02789100837,98123,Messina,2019-01-01
15158,Via Umberto 179,,Venuto Vincenzo,,IT01857980831,98051,Barcellona Pozzo Di Gotto,2019-01-01
15159,Piazza Carducci,8,Farmacia Grasso S.N.C.,,IT01828630838,98122,Messina,2019-01-01
15160,Via delle Rimembranze,13,Farmacia,dottoressa Lucchesi Elena,IT02936660832,98030,Forza D'agro',2019-01-04
15161,Via Umberto I�,11,Bisbano Giuseppe,,IT01870610837,98047,Saponara,2017-01-07
15162,Piazza Gaetano Martino,23,Alibrando Antonia,,IT01861350831,98059,Rodi' Milici,2019-01-01
15163,Via Nuova,48,Montalto Lidia,,IT01941920835,98030,Malvagna,2019-01-01
15164,Via Longano,1,Venuto Angela,,IT01901790830,98051,Barcellona Pozzo Di Gotto,2019-01-01
15165,Via San Francesco Di Paola,39,Maiorana Stefano Mauro,,IT01901680833,98051,Barcellona Pozzo Di Gotto,2019-01-01
15166,Via Nazionale,330,Farmacia Macchia S.A.S.,R. Badessa e C.,IT03529340832,98040,Rometta,2018-01-09
15167,Via Umberto I,11,Pietropaolo Vincenzo Maria,,IT02733300830,98022,Fiumedinisi,2019-01-01
15168,Via Roma,119,Itala Snc,,IT01919120830,98025,Itala,2019-01-01
15169,Ponte Zaera,8/ANG./VIALE/EUROPA,Pirri,,IT01963690837,98124,Messina,2019-01-01
15170,Via Filippo Turati,88,Farmacia Portosalvo,La Maestra Carmela & C. S.A.S.,IT03466470832,98050,Barcellona Pozzo Di Gotto,2019-01-01
15171,Ss 113 Dir Km 31,400,Trischitta Massimo,,IT01990940833,98153,Messina,2019-01-01
15172,Piazza Ix Aprile,1,British Pharmacy,dottor Giovanni Verso & C. Snc,IT03090820832,98039,Taormina,2019-01-01
15173,Via Nazionale,163//RESID.SUD/80/-/CTR.RUNCI,Tambato Giuseppina,,IT02574770836,98135,Messina,2019-01-01
15174,Vicolo Umberto I,23,Rottino Francesca,,IT02028500839,98062,Ficarra,2019-01-01
15175,Via Cesare Battisti,6,Fazio Laura,,IT02029910839,98030,Mongiuffi Melia,2019-01-01
15176,Via Brin,9/E,Materia Renato,,IT02623510837,98072,Caronia,2019-01-01
15177,Corso Umberto I�,47,Del Corso,dottor Cirino Lo Iacono,IT03415440837,98074,Naso,2017-01-07
15178,Villaggio Aldisio - Via 30/n,,Del Villaggio Romeo,,IT02648300834,98147,Messina,2019-01-01
15180,Via Cattedrale,2,Crisafulli Giuseppe,,IT02108030830,98046,Santa Lucia Del Mela,2019-01-01
15181,Via Policastrelli,195,Bruno Dr. Antonio & C. Snc,,IT02945660831,98057,Milazzo,2019-01-01
15182,Piazza Del Popolo Is.167,,Calcaterra,Calcaterra P. & C. Snc,IT02942830833,98123,Messina,2019-01-01
15183,Largo S. Pantaleone,16,Lanza Maria E.N.,,IT02143990832,98070,Alcara Li Fusi,2019-01-01
15184,Viale Europa,57,Europa,,IT02144620834,98124,Messina,2019-01-01
15185,Viale Annunziata,,Farmacia Mercurio Dr.Ssa Daniela Dominici,,IT02502010834,98168,Messina,2019-01-01
15186,Via Vittorio Emanuele,242,Lipari Gaetana,,IT02547550836,98030,San Teodoro,2019-01-01
15187,L.go Dei Mille,5,Farmacia Castelli,dottor Sfameni Mario Salvatore,IT02842060838,98057,Milazzo,2018-01-11
15188,Via Diaz,39/A,Cuscani Fabio,,IT02573350838,98060,Sant'angelo Di Brolo,2019-01-01
15189,Via Nazionale,67-/ZAPPARDINO,Pagano Patrizia,,IT02602420834,98060,Piraino,2019-01-01
15190,Piazza Catena,8,Blanco Emanuele,,IT02604860839,98064,Librizzi,2019-01-01
15191,Viale Boccetta,N./20/IS./381,Boccetta Sas,dottoressa Viviana Verso,IT02643710839,98122,Messina,2019-01-01
15192,Corso Umberto I,59,Giuseppe Bevilacqua,,IT02662030812,98070,Longi,2019-01-03
15193,Via Garibaldi,73,Santoro Concetta,,IT02667200832,98030,Limina,2019-01-01
15194,Via Mazzullo,110,Mastroeni,Maria Eugenia Salvo & C. Sas,IT02915650838,98020,Mandanici,2019-01-01
15195,Via Roma,14,Farmacia,Dottori Lombardo Sergio e Nastasi Angela S.N.C.,IT03537620837,98040,Condro',2019-01-05
15196,Via Dei Quartieri,10,Bilardo Emilia E C. Snc,,IT00278320825,90146,Palermo,2019-01-01
15197,Via Armando Diaz,90,Farmacia Diaz S.N.C.,,IT06574020829,90123,Palermo,2017-01-09
15198,Corso Calatafini,210,Barone Maria Vita,,IT00154140826,90129,Palermo,2019-01-01
15199,Via Gustavo Roccella,30,Antica Farmacia Borsellino Dr. Cecilia Fiore,,IT05429010829,90128,Palermo,2019-01-01
15200,Piazza Della Chiesa S.a. Dei Liguori,31,Farmacia Borsellino Dr. Riccardo Listro,,IT05257230820,90145,Palermo,2019-01-01
15201,Via Giuseppe Pitr�,118/D,Consiglio Dino,,IT00312070824,90135,Palermo,2017-01-07
15202,Via Emerico Amari,2,Li Calzi Giuseppe,,IT00264710823,90139,Palermo,2019-01-01
15203,Via Papireto,17/A,Milisenna Snc Luigi E Mario,,IT05257180827,90134,Palermo,2019-01-01
15204,Viale Michelangelo,1938,Maniscalco Adele,,IT00274660828,90135,Palermo,2019-01-01
15205,Via Ludovico Ariosto,24,D'Alessandro Antonino,,IT00116200825,90144,Palermo,2019-01-01
15206,Via Ignazio Mormino,41/51,Eredi Parlato,,IT05642990823,90145,Palermo,2019-01-01
15207,Via G. Besio,55/B/C,Besio,D.Ri Sciame' M e Girolandino F. Sas,IT05823390827,90145,Palermo,2019-01-01
15208,Corso Calatafimi,464,Eredi,Elena D.Ssa Verga Sdf,IT05745750827,90129,Palermo,2019-01-01
15209,Via Maqueda,13,Teresi Maria,,IT00205010820,90133,Palermo,2019-01-01
15210,Via Mattarella,14,Bonanno Filippo,,IT00279260822,90011,Bagheria,2019-01-01
15211,Via Piave,33,Filippone Teresa,,IT00190010827,90020,Bompietro,2019-01-01
15212,Piazza Mazzini,8,Cicero Antonietta,,,90010,Isnello,2019-01-01
15213,Via Vittorio Emanuele,85,Eredi Cirrito Francesco,,IT05213250821,90022,Caltavuturo,2019-01-01
15214,Viaettore Maiorana,27,Tortorici Ivan,,IT01488560820,90019,Trabia,2019-01-01
15215,Via G. Sartorio,36,Lombino Rosa Maria,,IT05744890622,90025,Lercara Friddi,2019-01-01
15216,Via Diego D`amico,32/A,Farmacia Greco,Maurizio e Pietro Giammanco S.N.C.,IT06266970828,90011,Bagheria,2018-01-03
15217,Via A. Veneziano,87,Zuccaro Snc,dottorI Margherita e Antonio Zuccaro,IT00164580821,90046,Monreale,2019-01-01
15218,Via Umberto I,48,Masseria Nadia Laura,,IT05719860826,90040,Roccamena,2019-01-01
15219,Via Cavour,80,Licari Giuseppe,,IT00176880821,90020,Vicari,2019-01-01
15220,Via Vittorio Emanuele,54,Morreale Tiziana,,IT00232110825,90018,Termini Imerese,2019-01-01
15221,Corso Vittorio Emanuele,331,F.Cia Moschitta Pietro,Anna e Luciana Moschitta & C. Snc,IT05835520825,90036,Misilmeri,2019-01-01
15222,Corso Dei Mille,103,Farmacia Schiro',Schiro' M. Teresa e Schiro' Giosafat Snc,IT05886430825,90035,Marineo,2019-01-01
15223,Corso Umberto,57,Pisciotta Leda Snc,,IT06008820828,90010,Gratteri,2019-01-01
15224,Via Vittorio Emanuele,69,Giunta Cardinale Andrea,,IT00147520829,90021,Alia,2019-01-01
15225,Via Roma,67,Lauricella Valeria,,IT00204790828,90030,Bolognetta,2019-01-01
15226,Via San Filippo,8,Listro Orazio,,IT05257220821,90125,Palermo,2019-01-01
15227,Via Umberto I,172,Micciche' Giuseppe,,IT00164620825,90048,San Giuseppe Jato,2019-01-01
15228,Via Della Liberta`,17/A,Angilella Salvatore E Dario Snc,,IT05498440824,90139,Palermo,2019-01-01
15229,Via Madonna Del Ponte,10,Zangara Gaspare,,IT00241620822,90041,Balestrate,2019-01-01
15230,Via Santa Croce,3,Foti Giuseppina,,IT00229120829,90021,Alia,2019-01-01
15231,Via Milazzo,23,Mineo D.Ssa Donatella,,IT05504070821,90011,Bagheria,2019-01-01
15232,Via Carbone,44,Giordano Maria Luisa,,IT00175450824,90151,Palermo,2019-01-01
15233,Piazza Duomo,36,Governanti F.P. E M.L. Snc,,IT00216510826,90044,Carini,2019-01-01
15234,Via V. Amedeo,103,Morreale Diega,,IT00232200824,90018,Termini Imerese,2019-01-01
15235,Via Principe Di Belmonte,110,Saladino Olivia,,IT06006960824,90139,Palermo,2019-01-01
15236,Corso Vittorio Emanuele,236,Ganguzza Lorenzo,,IT06396200823,90039,Villabate,2019-01-01
15237,Corso Butera,32,Aiello Teresa,,IT00119240828,90011,Bagheria,2019-01-01
15238,Corso Calatafini,1033/D,Cali' Giuseppe,,IT05774500820,90132,Palermo,2019-01-01
15239,Via Dante,59,Siagura Luigi,,IT00131720823,90141,Palermo,2019-01-01
15240,Corso Pisani,25,Motisi Snc,,IT05327100821,90129,Palermo,2019-01-01
15241,Via Emerico Amari,121,Vetro Marcella,,IT00127920825,90139,Palermo,2019-01-01
15242,Piazza Castelreale,1,Ruffino Giovanni,,IT00227720828,90020,Sciara,2019-01-01
15243,Via Xx Settembre,54/C,Fiore Antonino,,IT00124950825,90141,Palermo,2019-01-01
15244,Via Reres,10,Musacchia Gaspare,,IT00164710824,90030,Contessa Entellina,2019-01-01
15245,Piazza Principe Di Camporeale,44,Mancino D.Ssa Monica,,IT05670650828,90138,Palermo,2019-01-01
15246,Via Giovan Battista Cuccia,12,Cacace Ferdinando,,IT05209180826,90141,Palermo,2019-01-01
15247,Via Andrea Cirrincione,53,Gioia Snc,,IT05957120826,90133,Palermo,2019-01-01
15248,Via Umberto,6,Morreale Antonino,,IT00136040821,90010,Campofelice Di Roccella,2019-01-01
15249,Via Principe Amedeo,49,Gassisi,,IT06510570820,90047,Partinico,2019-01-01
15250,Via Umberto I,30,Sottile Vincenzo,,,90013,Castelbuono,2019-01-01
15251,Via Monte Grappa,114,Cortegiani D.Ssa Marina,,IT05707630827,90128,Palermo,2019-01-01
15252,Via Serradifalco,191,Di Mino Sergio,,IT00119680825,90145,Palermo,2019-01-01
15253,Via Umberto I,41,Gambino Giustina,,IT00223340829,90020,Roccapalumba,2019-01-01
15254,Via Sammarco,56,Antica Farmacia Caltabellotta Sas,Pitarresi Giuseppa,IT06259550827,90030,Villafrati,2019-01-01
15255,Via Cavour,96,Antica Farmacia Cavour,,IT06211640823,90133,Palermo,2019-01-01
15256,Via Terrasanta,20/22,Sacro Cuore Snc,,IT00143490829,90141,Palermo,2019-01-01
15257,Via G. Vazzana,6,Vacanti Domenico,,IT00124480823,90015,Cefalu',2019-01-01
15258,Via Roma,247,Piazza Vito Martino,,IT00164770828,90040,San Cipirello,2019-01-01
15259,Corso Calatafimi,415,Polizzi Rosalia,,IT00237630827,90129,Palermo,2019-01-01
15260,Piazza Duomo,12,Fratelli,Carlo Snc,IT00240900829,90025,Lercara Friddi,2019-01-01
15261,Via Papa Sergio I,24/D,Tortorici Margherita,,IT00237640826,90142,Palermo,2019-01-01
15262,Via Iv Aprile,173,Taravella Cruciano,,IT00160240826,90036,Misilmeri,2019-01-01
15263,Piazza Sant`oliva,36/B,Tamburello Rosaria,,IT00110450822,90141,Palermo,2019-01-01
15264,Via Cataldo Parisio,59,Farmacia Cuccia Snc,,IT06612760824,90145,Palermo,2017-01-10
15265,Via Archimede,182,Menni Giovanni,,IT00140810821,90139,Palermo,2019-01-01
15266,Via Giuseppe Mazzini,205,Restivo Francesco,,IT00204910822,90020,Castellana Sicula,2019-01-01
15267,Strada Statale 120,"KM/65,600",La Cara Giuseppe,,IT00288370828,90026,Petralia Soprana,2019-01-01
15268,Via Don Orione,28,Cerasola,dottorI Cerasola M.L. e Dones V. Snc,IT00185030822,90142,Palermo,2019-01-01
15269,Piazza Mondello,53,Rizzo D.Ssa Maria Celeste,,IT05376510821,90151,Palermo,2019-01-01
15270,Via Palmerino,18/H,Guccione Matteo,,IT00190100826,90129,Palermo,2019-01-01
15271,Corso Italia,117,Polizzotto Anthony,,IT00435730825,90020,Blufi,2019-01-01
15272,Via Ugo La Malfa,1/A,Cimo' Pietro,,IT00185040821,90020,Ventimiglia Di Sicilia,2019-01-01
15273,Via Umberto I,181,Mannino Maria,,IT00204930820,90048,San Giuseppe Jato,2019-01-01
15274,Piazza Bologni,25,Quattrocchi Maria,,IT00089760821,90134,Palermo,2019-01-01
15275,Corso Tukory,190,Genovese Diego,,IT00190060822,90134,Palermo,2019-01-01
15276,Piazza Umberto I,23,Panzeca Emanuela,,IT05962050828,90018,Termini Imerese,2019-01-01
15277,Corso Vittorio Emanuele,122,Borsellino,"Giuseppe Liotta, Angela Miceli e Francesca Miceli Snc",IT05372690825,90036,Misilmeri,2019-01-01
15278,Via Filippo Di Giovanni,55,Di Giorgio Giuseppa,,IT00227600822,90146,Palermo,2019-01-01
15279,Corso Tukory,82,Sirchia Gaetano,,IT00487520827,90134,Palermo,2019-01-01
15280,Via Montepellegrino,63,Micale Maria,,IT00451660823,90142,Palermo,2019-01-01
15281,Via Antonio Gramsci,17,Gennusa Giuseppa,,IT06313420827,90030,Campofiorito,2019-01-01
15282,Corso Triona,21,Masseria Concetta,,IT00488290826,90032,Bisacquino,2019-01-01
15283,Via Generale Medici,42,Li Puma Salvatore,,IT06341240825,90026,Petralia Soprana,2019-01-01
15284,Via Vito Cesare Piazza,19,Barone Mario,,IT00536610827,90129,Palermo,2019-01-01
15285,Via Don Giovanni Colletto,,Mongiovi' Anna,,IT00518560826,90034,Corleone,2019-01-01
15286,Via Roma,45,Eredi Parisi Giuseppe,,IT00486810823,90014,Casteldaccia,2019-01-01
15287,Largo ZINGARI,6/-/6/A,Ciotta Carmela Maria Chiara,,IT04727580823,90028,Polizzi Generosa,2020-01-03
15288,Via F. Paruta,12/E,Eredi Dr. Saitta Francesco,,IT00564220820,90135,Palermo,2019-01-01
15289,Via Umberto,13,Venuti Giuseppe,,IT00608680823,90045,Cinisi,2019-01-01
15290,Corso Vittorio Emanuele,516,D'Anna Fabio,,IT00643030828,90039,Villabate,2019-01-01
15291,Via Bartolomeo Berrettaro,22/24,Farmacia Cali' Maria Gabriella,,IT00617560826,90145,Palermo,2019-01-01
15292,Via Mauro Leonarda,1,Cannizzaro Mauro,,IT00681060828,90010,San Mauro Castelverde,2019-01-01
15293,Via Pacinotti,8,Panto' Alfredo,,IT00680790821,90145,Palermo,2019-01-01
15294,Piazza Umberto I,4,Cassisi Salvatore,,IT00682160825,90028,Polizzi Generosa,2019-01-01
15295,Via Madonna Del Ponte,44,D'Arrigo Antonina,,IT00501250823,90041,Balestrate,2019-01-01
15296,Via Farmacia,6,Tripi Carmela,,IT00697870822,90020,Aliminusa,2019-01-01
15297,Via Sacco E Vanzetti,30,Vinciguerra Francesco,,IT06162380825,90121,Palermo,2019-01-01
15298,Via Padre Giuseppe Cataldo,38,Lombardo Corrado,,IT05912630828,90049,Terrasini,2019-01-01
15299,Atrio Principe,15,Di Matteo Bernardo,,IT00714640828,90043,Camporeale,2019-01-01
15300,Piazza Dei Leoni,83,Dei Leoni Sas,dottor Salvatore Terranova & C.,IT00739220820,90143,Palermo,2019-01-01
15301,Via Francesco Paolo Perez,68,Farmacia Perez,dottor Giuseppe Mario Palermo,IT06582270820,90127,Palermo,2019-01-01
15302,Corso Camillo Finocchiaro Aprile,137,Chiavetta Giuseppe,,IT00769990821,90138,Palermo,2019-01-01
15303,Via Alcide De Gasperi,24,Romano,Francesca Micci,,90020,Scillato,2019-01-01
15304,Via Angelo Poliziano,70,Amari Miranda,,IT02426640823,90145,Palermo,2019-01-01
15305,Via Celano,40,Liberto Antonio,,IT00803990829,90030,Godrano,2019-01-01
15306,Via Messina Marine,795,Di Figlia Laura,,IT05256660829,90121,Palermo,2019-01-01
15307,Corso P. Novelli,71,Pedone Giuseppa & C. Snc,,IT05530090827,90046,Monreale,2019-01-01
15308,Via F. Purpura,41,Lo Cascio Francesca,,IT02422000824,90040,Montelepre,2019-01-01
15309,Viale Regina Elena,73,Mercadante Valeria,,IT02429000827,90151,Palermo,2019-01-01
15310,Via Allo',17,Pecoraro Giuseppe,,IT02452180827,90014,Casteldaccia,2019-01-01
15311,Via Aloi,3C,Tripi,dottor Francesco Miraglia,IT00205040827,90133,Palermo,2019-01-01
15312,Via Termini Imerese,2,Randazzo Rosalba,,IT02464390828,90135,Palermo,2019-01-01
15313,Via Porta Guccia,9,Caronna Fabio,,IT02504860822,90134,Palermo,2019-01-01
15314,Via Tindari,46-48,Alioto Piero Snc,,IT02497910824,90135,Palermo,2019-01-01
15315,Viale Maria Ss. Mediatrice,134,Marrocco Gabriella,,IT02508460827,90129,Palermo,2019-01-01
15316,Viale Della Resurrezione,5,Greco Snc,,IT06485920828,90146,Palermo,2019-01-01
15317,Corso Umberto I,59,Raia Angelo,,IT02529300820,90030,Castronuovo Di Sicilia,2019-01-01
15318,Corso Umberto,73,Di Marco Pietro,,IT02542500828,90020,Baucina,2019-01-01
15319,Via Eugenio L'Emiro,34/36,Verga Gianfranco,,IT02554310827,90135,Palermo,2019-01-01
15320,Corso Vittorio Emanuele,488,Cassaro Alto,dottoressa;vita Maria Catia,IT06150230826,90134,Palermo,2019-01-01
15321,Via Alloro,137,Crimaudo Gianluca,,IT05845820827,90133,Palermo,2019-01-01
15322,Via Strang,4,La Marca Vincenza,,IT02555900824,90010,Cerda,2019-01-01
15323,Via Principe Di Scordia,116,Inglima Antonino & C. Snc,,IT05604360825,90139,Palermo,2019-01-01
15324,Via Mater Dolorosa,24,Cupani Franca,,IT02601360825,90146,Palermo,2019-01-01
15325,Via Marchese Di Roccaforte,108,Cali' Donatella,,IT05253680820,90143,Palermo,2019-01-01
15326,Piazza Piersanti Mattarella,13,Farmacia Grimaldi,,IT06766900820,90023,Ciminna,2019-01-12
15327,Viale Campania,29/F,Cottone Cecilia,,IT02666720822,90144,Palermo,2019-01-01
15328,Via L. Einaudi,19,Modica Giuseppe,,IT06557310825,90018,Termini Imerese,2019-01-01
15329,Corso Dei Mille,179,Provenzani Carlo,,IT00164810822,90123,Palermo,2019-01-01
15330,Corso Aldo Moro,2,Sciascia Pasquale,,IT03159110828,90031,Belmonte Mezzagno,2019-01-01
15331,Corso Vittorio Emanuele,108,Militello Francesca,,IT03164260824,90030,Campofelice Di Fitalia,2019-01-01
15332,Via Montalbo,124,Alioto Piero Snc,,IT05287610827,90142,Palermo,2019-01-01
15333,Piazza Umberto I,30,Zattoni Maria Enrichetta,,IT03252660828,90010,Ustica,2019-01-01
15334,Via Liberta`,156,Di Pietro Maria,,IT03318190828,90010,Pollina,2019-01-01
15335,Viale Leonardo Da Vinci,319,Liggio D.Ssa Rossella,,IT05513490820,90135,Palermo,2019-01-01
15336,Corso Camillo Finocchiaro Aprile,16,Torina Luigia,,IT03325420820,90138,Palermo,2019-01-01
15337,Piazza Tosti,23,Farmacia Nuova,,IT05617710826,90133,Palermo,2019-01-01
15338,Piazza Umberto I,20,La Marca Gianfranco,,IT03352680825,90030,Cefala' Diana,2019-01-01
15339,Via Dietro La Certosa,,Giambalvo Giacinto,,IT00190080820,90011,Bagheria,2019-01-01
15340,Via Mazzini,2,Farmacia Scir� S.A.S,,IT06654100822,90040,Giardinello,2018-01-08
15341,Via Maqueda,293,D'Anna Francesca,,IT06087040827,90133,Palermo,2019-01-01
15342,Via Oldani,7,Farmacia Grasso Snc,Dottoresse Maricla e Sabrina Grasso,IT06422360823,90047,Partinico,2019-01-01
15343,Via Giuseppe Garibaldi,10,Galante Giuseppe,,IT03444950822,90133,Palermo,2019-01-01
15344,Via Guglielmo Marconi,51,Raccuglia Giuseppe,,IT02510520824,90040,Torretta,2019-01-01
15345,Corso Roma,99,Farmacia,Corso;scrozzo Amalia,IT06554860822,90042,Borgetto,2019-01-01
15346,Via Ponte Di Mare,77,Sant'Erasmo,,IT05632540828,90123,Palermo,2019-01-01
15347,Via Sardegna,29,Antica Farmacia Gerardi,Cusumano Anna Maria,IT06064110825,90144,Palermo,2019-01-01
15348,Corso Filangeri,136,Ciancio Silva,,IT03625280825,90017,Santa Flavia,2019-01-01
15349,Via Oreto,322/A,Ponte Oreto Dr. Pietro Muratore E C. Sas,,IT06468780827,90124,Palermo,2019-01-01
15350,Via Xxiv Maggio,,Giaccone Benedetto,,IT02850950821,90032,Bisacquino,2019-01-01
15351,Via Gustavo Roccella,49,Farmacia Roccella Snc,Anna Maria Marascia e C.,IT06590840820,90128,Palermo,2018-01-02
15352,Via Volturno,83,Lauricella Giuseppina,,IT03772800821,90138,Palermo,2019-01-01
15353,Via Vito La Mantia,101,Roxas Giovanbattista,,IT03785300827,90138,Palermo,2019-01-01
15354,Via Marconi,6,Giuffre' Maria Rosa,,IT03798000828,90018,Termini Imerese,2019-01-01
15355,Piazza San Francesco Di Paola,49,Cacace Ferdinando,,IT05659020829,90138,Palermo,2019-01-01
15356,Via Cadorna,105,Panepinto Francesco & C. Snc,,IT05404510827,90029,Valledolmo,2019-01-01
15357,Corso Umberto I,90,"Cacciatore A.Tta E Mongiovi G.Ppa ""f.Cia","Pilastri"" Snc",IT05437470825,90100,Bagheria,2019-01-01
15358,Via Ernesto Tricomi,12,Maymone S.A.S.,dottoressa Margherita Mendola e C.,IT06346740829,90127,Palermo,2019-01-01
15359,Via Catania,19,Blesi Margherita,,IT03877550826,90020,Alimena,2019-01-01
15360,Via Principe Di  Scordia,45/A,Amodeo Francesco,,IT03888430828,90139,Palermo,2019-01-01
15361,Via Regina Margherita,13,Viola Loredana,,IT03905220822,90045,Cinisi,2019-01-01
15362,Via Vittorio Emanuele,89,Mitra Mario,,IT03930150820,90013,Castelbuono,2019-01-01
15363,Corso Di Bella,20,Cordone Giovanni,,IT03935630826,90040,Montelepre,2019-01-01
15364,Via Aquino Borgo Molara,34/E,Molara,dottorSas Pizzitola R.M. & C. Snc,IT05244210828,90131,Palermo,2019-01-01
15365,Via Catania,122,Maymone Giuseppina,,IT03915280824,90141,Palermo,2019-01-01
15366,Piazza Umberto I,33,Cali' Giovanni,,IT03929500829,90025,Lercara Friddi,2019-01-01
15367,Via Emilio Salgari,1,Cuccia Antonino,,IT03948890821,90147,Palermo,2019-01-01
15368,Via Via Cruillas,3/C,Cipolla Roberto,,IT06671340823,90146,Palermo,2020-01-03
15369,Via Oreto,439,Scimeca Enrica Maria,,IT03961820820,90124,Palermo,2019-01-01
15370,Via Nazionale,37,Gallina Antonio,,IT03975130828,90024,Gangi,2019-01-01
15371,Via Roma,207,Di Naro Sante,,IT03970770826,90133,Palermo,2019-01-01
15372,Corso Dei Mille,125,Farmacia Ricupati,Dottori Rosa Maria Ricupati e Saverio Mazara Snc,IT05962300827,90047,Partinico,2019-01-01
15373,Via Isidoro La Lumia,2,Ciancio Sonia,,IT04018830820,90139,Palermo,2019-01-01
15374,Via Poste,16,Riccobene Rosaria,,IT04010010827,90020,Bompietro,2019-01-01
15375,Viale Strasburgo,249,Renda Antonio,,IT05735450826,90146,Palermo,2019-01-01
15376,Via Provinciale,316,Pastorello Margherita,,IT04033870827,90046,Monreale,2019-01-01
15377,Via Luigi Vanvitelli,122,Cerasola Giuseppe,,IT04067490823,90145,Palermo,2019-01-01
15379,Piazza Papa Giovanni Paolo Ii,32,Re Giuseppe E C. Sas,,IT05631820825,90144,Palermo,2019-01-01
15380,Viale Risorgimento,60/E/F,Borgese Sergio,,IT03925820825,90020,Castellana Sicula,2019-01-01
15381,Via Francesco Crispi,42,Palermo Calogero,,IT04103370823,90030,Palazzo Adriano,2019-01-01
15382,Piazza Visita Poveri,3,La Mantia G. & L. Snc,,IT03847240821,90133,Palermo,2019-01-01
15383,Via Dell'Orsa Minore,102,Fatta Clementina,,IT00319170825,90124,Palermo,2019-01-01
15384,Via Brunetto Latini,14,Cipri' Valeria,,IT03441640822,90141,Palermo,2019-01-01
15385,Via Garibaldi,4,Accetta Laura E Salvatore Snc,,IT05629030825,90046,Monreale,2019-01-01
15386,Via Niccolo` Garzilli,58,Orlando,,IT04129300820,90142,Palermo,2019-01-01
15387,Via Roma,51,Battaglia,,IT05798110820,90016,Collesano,2019-01-01
15388,Via Pietro Scaglione,10,Agnello Mirella,,IT05368200829,90145,Palermo,2019-01-01
15389,Via Castellana,154,Vita Margherita & C. Snc,,IT04141350829,90100,Palermo,2019-01-01
15390,Via Roma,333,Simonetti Domenico,,IT04114263082,90133,Palermo,2019-01-01
15391,Via M. Toselli,83,Indelicato Ilario,,IT04150450825,90143,Palermo,2019-01-01
15392,Viale Dei Picciotti,3/A,Di Mino Aldo,,IT04152810828,90123,Palermo,2019-01-01
15393,Via Autonomia Siciliana,31,Lumia Snc,,IT04150330829,90143,Palermo,2019-01-01
15394,Via Chiesa,79,Di Salvo Giovanna & C. Snc,,IT04149150825,90010,Santa Flavia,2019-01-01
15395,Via Nino Martoglio,4,Cascio Ferro Barbara,,IT04134570821,90134,Palermo,2019-01-01
15396,Via Roma,13,Battaglia Dott. Anna,,IT04206690820,90015,Cefalu',2019-01-01
15397,Via Giovanni Falcone E Paolo Borsellino,82,Martorana Maria Francesca,,IT04134210824,90035,Marineo,2019-01-01
15398,Via  Lancia Di Brolo,151/F,Lo Bianco Giuseppe,,IT04213320825,90145,Palermo,2019-01-01
15399,Piazza Porta Montalto,6,Salus - Sferlazzo Marco,,IT04180030829,90134,Palermo,2019-01-01
15400,Via Isaac Rabin,1,Della Fiera,,IT04206750822,90142,Palermo,2019-01-01
